identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74897569,http://digital.nls.uk/74897569,New song call'b [sic] Coburns challange [sic] to Heenan.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You gallant sons of Paddy's land I hope you [w]ill draw near. In one column with an illustration above the title..,Electronic reproduction of: New song call'b [sic] Coburns challange [sic] to Heenan. 1 item ;  x  cm.,"Coborn, Charles, 1852-1945","John, C. (Camel) Heenan, 1834-1873",Woodcuts (prints),Ballads (documents),Boxers,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897590,http://digital.nls.uk/74897590,Rock me to sleep mother.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The great Irishmen of the past - first line reads: You have heard of those heroes of far famed old/ England. Rock me to sleep mother - first line reads: Backward, turn backward oh time in your flight..",Electronic reproduction of: Rock me to sleep mother. 1 item ;  x  cm.,"O'Connell, Daniel, 1775-1847",Irish,Ballads (documents),Mothers,Heroes,Irish,Love,"Europe, United Kingdom, England (country)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897602,http://digital.nls.uk/74897602,Lines on the great miracle of our holy father the pope.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You heroes of the Church of Rome attention pay to me. In one column with an illustration above the title..,Electronic reproduction of: Lines on the great miracle of our holy father the pope. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878",Catholic Church,Ballads (documents),Woodcuts (prints),Assassinations,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Holy See (nation)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897605,http://digital.nls.uk/74897605,Deeds of Napoleon.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: You heroes of the day, who are lively, brave,/ and gay. Tune: The mouth of the Nile. In two columns with an illustration above the first..",Electronic reproduction of: Deeds of Napoleon. 1 item ;  x  cm.,"Napoleon III, Emperor of the French, 1808-1873",Ballads (documents),Woodcuts (prints),Emperors,French,Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897614,http://digital.nls.uk/74897614,Daniel O'Connell & liberty.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,'1840' is written in pencil beneath the imprint. First line reads: You Hibernians all come listen awhile. In two columns with an illustration beneath the title..,Electronic reproduction of: Daniel O'Connell & liberty. 1 item ;  x  cm.,"O'Connell, Daniel, 1775-1847",Ballads (documents),Woodcuts (prints),Freedom,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897620,http://digital.nls.uk/74897620,"New song on the dreadful engagement, and tremendous loss of the Irish in America.","McCabe, P.",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"A new song on the dreadful engagement, and tremendous loss of the Irish in America - first line reads: You Irishmen and women too, draw/ near both young and old. O'Connell's dead - first line reads: O'Connell's dead, alas! for Erin. O'Connell's dead: Written and composed by P. M'Cabe, Carlow. In two columns with an illustration above the second. Two ballads..","Electronic reproduction of: New song on the dreadful engagement, and tremendous loss of the Irish in America. 1 item ;  x  cm.",Irish Americans,"O'Connell, Daniel, 1775-1847",Woodcuts (prints),Ballads (documents),Deaths,Politicians,Civil wars,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","North and Central America, United States, Louisiana, Orleans parish, New Orleans (inhabited place)",,,,Available under Creative Commons license; Attribution,,,,,,,,
74897623,http://digital.nls.uk/74897623,Lines written on the punishment of our holy father pope Pius IX by Victor Immanuel.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: You Irishmen both young & old. In one column with an illustration above the title. Pius IX was the last Pope to rule as the Sovereign of the Papal States, which were absorbed into the newly formed Kingdom of Italy..",Electronic reproduction of: Lines written on the punishment of our holy father pope Pius IX by Victor Immanuel. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878","Victor Emmanuel II, King of Italy, 1820-1878",Woodcuts (prints),Ballads (documents),Popes,Kings (people),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Italy, Latium, Roma province, Rome (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897626,http://digital.nls.uk/74897626,New song on the grand festivities at Kendal to celebrate the corporation tercentenary.,"White, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Kendal received its first royal charter in 1575 and celebrated its tercentenary in 1875. First line reads: You Kendal lads and lasses gay. At foot of ballad: Composed by John White..,Electronic reproduction of: New song on the grand festivities at Kendal to celebrate the corporation tercentenary. 1 item ;  x  cm.,Ballads (documents),Celebrations,Mayors,Centennials,Towns,Charters,Corporations,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","Europe, United Kingdom, England, Cumbria, Kendal (inhabited place)",,,,Available under Creative Commons license; Attribution,,,,,,,,
74897638,http://digital.nls.uk/74897638,Starving times of England.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The text mentions the forthcoming visit of King Victor Emmanuel of Sardinia (later king of Italy) to England. He visited late in 1855. First line reads: You ladies of old England..,Electronic reproduction of: Starving times of England. 1 item ;  x  cm.,"Victor Emmanuel I, King of Sardinia, 1759-1824",Ballads (documents),Woodcuts (prints),Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897641,http://digital.nls.uk/74897641,Prince of Wales nurse.,"Morgan, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"This ballad concerns Mary Anne Brough, wet nurse to the Prince of Wales who was dismissed for drunkenness. She later went on to murder her six children. First line reads: You ladies through Great Britain. In two columns..",Electronic reproduction of: Prince of Wales nurse. 1 item ;  x  cm.,"Brough, Mary Anne","Edward VII, King of Great Britain, 1841-1910",Ballads (documents),Ballads (documents),Nurses,Alcoholism,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897644,http://digital.nls.uk/74897644,Oh here I am a weeping nurse discharged for my misconduct.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"This ballad concerns Mary Anne Brough, wet nurse to the Prince of Wales who was dismissed for drunkenness. She later went on to murder her six children. First line reads: You ladies through great Britain. Tune: The cunning..",Electronic reproduction of: Oh here I am a weeping nurse discharged for my misconduct. 1 item ;  x  cm.,"Edward VII, King of Great Britain, 1841-1910","Brough, Mary Anne",Ballads (documents),Ballads (documents),Nurses,Alcoholism,Royalty,Princes,Heirs,Firing (management function),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,Available under Creative Commons license; Attribution,,,,,,,,
74897650,http://digital.nls.uk/74897650,"Wedding of the princess royal on Monday, 25th of January, 1858.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"This ballad concerns the marriage of Victoria the Princess Royal and Prince Friedrich Wilhelm of Prussia, the marriage took place on January 25, 1858. First line reads: You lads and lasses gay. Air: The southern breeze, or Helmet on his brow. In two columns with an illustration above the first..","Electronic reproduction of: Wedding of the princess royal on Monday, 25th of January, 1858. 1 item ;  x  cm.","Victoria, Empress, consort of Frederick III, German Emperor, 1840-1901","Frederick III, German Emperor, 1831-1888",Woodcuts (prints),Weddings,Royalty,European,Ballads (documents),Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,Available under Creative Commons license; Attribution,,,,,,,,
74897659,http://digital.nls.uk/74897659,Prince Albert and the Coal Exchange.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The present Coal Exchange, situated at the corner of St. Mary-at-Hill and Thames-street, facing the Custom House, was opened in 1849 by the Prince Consort, accompanied by the Prince of Wales and the Princess Royal, in the mayoralty of Alderman Duke, who was made a baronet in honour of the occasion. The building was designed by Mr. J. B. Bunning, F.S.A., the late City architect. First line reads: You lads and you lasses so gay. Tune: - I wish I had never got married. In two columns with an illustration above the first..",Electronic reproduction of: Prince Albert and the Coal Exchange. 1 item ;  x  cm.,"Albert, Prince Consort of Victoria, Queen of Great Britain, 1819-1861",Ballads (documents),Woodcuts (prints),Ballads (documents),Princes,Openings (events),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897665,http://digital.nls.uk/74897665,"New song on the visit of the Prince of Wales, to Aintree.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Lancashire lads and lasses, too. In two columns with an illustration above the title..","Electronic reproduction of: New song on the visit of the Prince of Wales, to Aintree. 1 item ;  x  cm.","Edward VII, King of Great Britain, 1841-1910",Ballads (documents),Woodcuts (prints),Horse racetracks,Ballads (documents),Princes,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","Europe, United Kingdom, England, Merseyside, Sefton, Aintree (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897668,http://digital.nls.uk/74897668,North star.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: You landsmen all, on you I call, and gallant seamen too. In one column with an illustration above the title..",Electronic reproduction of: North star. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Shipwrecks,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897674,http://digital.nls.uk/74897674,Long live the Duke of Edinburgh.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... Long live the mayor of Liverpool"". First line reads: You Liverpool lads and you lasses as well. In two columns with an illustration..",Electronic reproduction of: Long live the Duke of Edinburgh. 1 item ;  x  cm.,"Saxe-Coburg and Gotha, Alfred, Duke of, 1844-1900",Ballads (documents),Woodcuts (prints),Dukes,Mayors,Ballads (documents),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897692,http://digital.nls.uk/74897692,Servant boy.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Two ballads. Servant boy - first line reads: You lovers all both great and small come listen to my/ theme. The Irishman's toast - first line reads: Ireland the land of the harp and the shamrock. In two columns..,Electronic reproduction of: Servant boy. 1 item ;  x  cm.,Ballads (documents),Emigration,Servants,Harps (chordophones),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","Europe, Republic of Ireland (nation)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897695,http://digital.nls.uk/74897695,"Grand victory of Paddy Ryan, over Joe Goss, in America.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... (For the heavy championship, and £400, in gold)"". Joe Goss fought Paddy Ryan on 30 May 1880 at Collier's Station, West Virigina. First line reads: You lovers of the manly game attend to what I state. In one column with an illustration above the title..","Electronic reproduction of: Grand victory of Paddy Ryan, over Joe Goss, in America. 1 item ;  x  cm.","Goss, Joe, 1838-1885","Ryan, Paddy, 1851-1900",Woodcuts (prints),Ballads (documents),Boxers,Boxing,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","North and Central America, United States, West Virginia (state)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897698,http://digital.nls.uk/74897698,William [O]'Brian of Tipperary and the major's daught[er].,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You loyal hearted Irishmen attend unto my t[ale]. In one column with an illustration above the title..,Electronic reproduction of: William [O]'Brian of Tipperary and the major's daught[er]. 1 item ;  x  cm.,Irish,Woodcuts (prints),Ballads (documents),Officers (military officers),Daughters,Military personnel,Irish,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897704,http://digital.nls.uk/74897704,New song on the O'Connell meeting.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Possibly on laying the foundation stone of the O'Connell monument on Monday, August 8th 1864. First line reads: You loyal Irishmen draw near, unto those verses lend an ear. In one column..",Electronic reproduction of: New song on the O'Connell meeting. 1 item ;  x  cm.,"O'Connell, Daniel, 1775-1847",Ballads (documents),Monuments,Foundation stones (wall components),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897707,http://digital.nls.uk/74897707,Parnell's progress through America.,"O'Brien, M.",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Parnell left Ireland for the United States in December 1879, returning when hearing of the general election of April 1880. First line reads: You loyal Irishmen draw near, unto those verses/ lend an ear. In one column..",Electronic reproduction of: Parnell's progress through America. 1 item ;  x  cm.,"Parnell, Charles Stewart, 1846-1891",Fenian Brotherhood,Land League (Ireland),Ballads (documents),Tours,Politicians,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","North and Central America, United States (nation)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897722,http://digital.nls.uk/74897722,Lamentation on the fate of Thomas F Burke.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... Who was sentenced to be hanged on the 29th of May, 1867"". Burke (or Bourke) was sentenced to death for his part in the Rising in April [1867]. This was later commuted to life imprisonment on the intervention of the President of the United States and the Irish Cardinal Cullen of Dublin. However, he was released in 1871, returning to the United States where he died in 1889. First line reads: You married men and women all. In one column with an illustration at the foot..",Electronic reproduction of: Lamentation on the fate of Thomas F Burke. 1 item ;  x  cm.,"Bourke, Thomas, Colonel","Cullen, Paul, 1803-1878",Fenian Brotherhood,Woodcuts (prints),Ballads (documents),Trials,Sentencing,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897734,http://digital.nls.uk/74897734,Cure for a drunken husband.,"Carrots, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The London Lock Hospital was the first venereal disease clinic, being the most famous and first of the Lock Hospitals opening on January 31st 1747. A cure for a drunken husband - first line reads: You married women draw near awhile. The unfortunate lad - first line reads: As I was a walking down by the Lock Hospital. In two columns with an illustration above each. Two ballads..",Electronic reproduction of: Cure for a drunken husband. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Husbands,"Hospitals (institutions, health facility)","Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897755,http://digital.nls.uk/74897755,Erin's shore.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You muses nine with me combine. In one column with an illustration above the title..,Electronic reproduction of: Erin's shore. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Emigrants,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897770,http://digital.nls.uk/74897770,"Queen's visit to Cambridge or, The installation of prince Albert, on July 6, 1847.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"On the visit to Cambridge by Queen Victoria and Prince Albert to enable Albert to be installed as chancellor of the University, 6th July 1847. First line reads: You people all round Cambridge. In two columns with a coat of arms above the first and a flag beneath the second..","Electronic reproduction of: Queen's visit to Cambridge or, The installation of prince Albert, on July 6, 1847. 1 item ;  x  cm.","Victoria, Queen of Great Britain, 1819-1901","Albert, Prince Consort of Victoria, Queen of Great Britain, 1819-1861",University of Cambridge,Woodcuts (prints),Ballads (documents),Princes,Chancellors,Ceremonies,Flags,Coats of arms,Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",Available under Creative Commons license; Attribution,"Europe, United Kingdom, England, Cambridgeshire, Cambridge (inhabited place)",,,,,,,
74897773,http://digital.nls.uk/74897773,Admired song called The wonders of the world.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You people draw near to what I'm going to relate. In one column with an illustration above the title..,Electronic reproduction of: Admired song called The wonders of the world. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Humor,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897782,http://digital.nls.uk/74897782,Lines written on the holy mision [sic] of Londonderry.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You pious christians who incline to apply yonr [sic] powers of mind. In one column with an illustration above the title..,Electronic reproduction of: Lines written on the holy mision [sic] of Londonderry. 1 item ;  x  cm.,Catholic Church,Ballads (documents),Woodcuts (prints),Clergy,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, United Kingdom, Northern Ireland, Derry City of, Londonderry (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897788,http://digital.nls.uk/74897788,New song in praise of the holy mision [sic] in Frances St & Heytesbury St chapels.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You Roman Catholicks [sic] around this Dioces [sic]. In one column with an illustration above the title..,Electronic reproduction of: New song in praise of the holy mision [sic] in Frances St & Heytesbury St chapels. 1 item ;  x  cm.,Catholic Church,Ballads (documents),Woodcuts (prints),Clergy,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897797,http://digital.nls.uk/74897797,Lines written on the holy mission of Borris.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You Roman Catholicks [sic] throughout this Dioces [sic]. In one column with an illustration above the title..,Electronic reproduction of: Lines written on the holy mission of Borris. 1 item ;  x  cm.,Catholic Church,Ballads (documents),Woodcuts (prints),Clergy,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Leinster, County Carlow, Borris (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897800,http://digital.nls.uk/74897800,Father Murphy Or The Wexford men of '98.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Father Murphy. Or The Wexford men of '98 - first line reads: You Roman Catholics throughout this nation. The true-lover's trip o'er the mountain - first line reads: One night as the moon luminated [sic] the sky..,Electronic reproduction of: Father Murphy Or The Wexford men of '98. 1 item ;  x  cm.,"Murphy, John, 1753-1798",Woodcuts (prints),Ballads (documents),Clergy,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897803,http://digital.nls.uk/74897803,"Lines written on St Mary's chapel, Ship Street, Drogheda.","M'Cabe, Michael, -1833? Michael M'Cabe",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The present church was built in 1884. First line reads: You romans now excuse me your aid do not refuse me. In one column with an illustration above the title..,"Electronic reproduction of: Lines written on St Mary's chapel, Ship Street, Drogheda. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),Churches (buildings),"Europe, Republic of Ireland (nation)","Europe, Republic of Ireland, Leinster, County Louth, Drogheda (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897806,http://digital.nls.uk/74897806,Lines written on the trial of the very Rev father John Quin.,"M'Cabe, Michael, -1833? Michael M'Cabe",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... C C of the parish of Tynan, at the last assizes of Armagh"". First line reads: You romans of this country excuse my feeble quill. In one column with an illustration above the title..",Electronic reproduction of: Lines written on the trial of the very Rev father John Quin. 1 item ;  x  cm.,Catholic Church,"Quin, John, Rev., of Tynan",Ballads (documents),Woodcuts (prints),Clergy,Trials,"Europe, Republic of Ireland (nation)","Europe, United Kingdom, Northern Ireland, Armagh, Armagh (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897818,http://digital.nls.uk/74897818,Wonder of the world.,"Birt, Thomas, active 1824-1841",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... the Great Britain steam ship"". The 'Great Britain' was launched on July 19th 1843. First line reads: You shall hear the wonders of the world. In two columns..",Electronic reproduction of: Wonder of the world. 1 item ;  x  cm.,Ballads (documents),Steamships,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897845,http://digital.nls.uk/74897845,Wrongs of Erin.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dated at the foot of the sheet in pencil '1848'. First line reads: You sons of desolation throughout this brit/ish nation. In two columns with an illustration above the first..,Electronic reproduction of: Wrongs of Erin. 1 item ;  x  cm.,Catholic Church,Woodcuts (prints),Ballads (documents),Transubstantiation,Theology,Histories (literature genre),"Europe, United Kingdom, England (country)","Europe, Republic of Ireland (nation)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897854,http://digital.nls.uk/74897854,Wrongs of Ireland.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Mitchel was sentenced to fourteen years' transportation - ""In June [1848] Mitchel was conveyed in the Scourge to Bermuda, where he was confined to the hulks. Because of his bad asthma, he was removed in the Neptune to the Cape of Good Hope. Owing to the colonists' refusal to permit the convicts to land, a stance that Mitchel wholeheartedly supported, the Neptune remained at anchor in Simon's Bay from 19 September 1849 to 19 February 1850. In April 1850, Mitchel arrived in Van Diemen's Land, where he was allowed to reside with John Martin in one of the police districts on a ticket-of-leave. In June 1851 he was joined by his wife and family. On 9 June 1853 Mitchel resigned his ticket-of-leave, and escaped from Van Diemen's Land. (DNB) Wrongs of ireland - first line reads: You sons of Erin's Isle, who bear sorrow with a smile. Mitchell's address - first line reads: I am a bold true Irishman, John Mitchel is my name. In two columns with an illustration above the first. Two ballads..",Electronic reproduction of: Wrongs of Ireland. 1 item ;  x  cm.,"Mitchel, John, 1815-1875",Woodcuts (prints),Ballads (documents),Prisoners,Transportation,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","Europe, Republic of Ireland (nation)","North and Central America, Bermuda (dependent state)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897866,http://digital.nls.uk/74897866,Sacred to the memory of Father Matthews.,"Hodges, E. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... the great teetotalist"". Mathew was most active in Ireland around this time (1845). Sacred to the memory of Father Matthews - first line reads: You sons of Hibernia pray give attention. Good bye sweetheart coodbye [sic] - first line reads: The bright stars fade the morn is breaking. In two columns with two illustrations beneath the title..",Electronic reproduction of: Sacred to the memory of Father Matthews. 1 item ;  x  cm.,"Mathew, Theobald, 1790-1856",Woodcuts (prints),Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897878,http://digital.nls.uk/74897878,New song on the popes visit to Ireland.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You sons of old Eriu [sic] I hope you'l asemble [sic]. This is a different edition from the item placed at Crawford.EB.3758. In one column with an illustration above the title..,Electronic reproduction of: New song on the popes visit to Ireland. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878",Catholic Church,Woodcuts (prints),Ballads (documents),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897881,http://digital.nls.uk/74897881,New song on the popes visit to Ireland.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: You sons of old Erin I hope you'l assemble. This is a different edition from the item placed at Crawford.EB.3757. In one column with an illustration above the title..,Electronic reproduction of: New song on the popes visit to Ireland. 1 item ;  x  cm.,"Pius IX, Pope, 1792-1878",Catholic Church,Woodcuts (prints),Ballads (documents),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897905,http://digital.nls.uk/74897905,Soupers lament for the loss of Moody and Sankey.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"This ballad is a satire on Dwight Moody and Ira Sankey, two American evangelists who toured Britain and Ireland 1873. First line reads: You souper knights both one and all wirrastrue. In one column with an illustration above the title..",Electronic reproduction of: Soupers lament for the loss of Moody and Sankey. 1 item ;  x  cm.,"Moody, Dwight Lyman, 1837-1899","Sankey, Ira David, 1840-1908",Woodcuts (prints),Ballads (documents),Satire (artistic device),Tours (journeys),Evangelists,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74897908,http://digital.nls.uk/74897908,New song on Robert the Devil.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... winner of the St Leger, 1880"". First line reads: You sporting gents I pray attend. In two columns with an illustration above the title..",Electronic reproduction of: New song on Robert the Devil. 1 item ;  x  cm.,St. Leger (Horse race : England),Ballads (documents),Woodcuts (prints),Racehorses,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
